"pid","grade","condition","totalDuration","Q.score","item","response","answer","accuracy"
71119,"7","exp",370,"20","item29",3,2,0
71119,"7","exp",370,"20","item30",1,2,0
71119,"7","exp",370,"20","item31",4,5,0
72101,"7","control",278,"14","item7",4,4,1
72101,"7","control",278,"14","item8",4,4,1
72101,"7","control",278,"14","item9",1,1,1
72101,"7","control",278,"14","item10",3,3,1
72101,"7","control",278,"14","item11",2,2,1
72101,"7","control",278,"14","item12",5,5,1
72101,"7","control",278,"14","item13",3,4,0
72101,"7","control",278,"14","item14",1,1,1
72101,"7","control",278,"14","item15",1,1,1
72101,"7","control",278,"14","item16",2,2,1
72101,"7","control",278,"14","item17",5,5,1
72101,"7","control",278,"14","item18",4,4,1
72101,"7","control",278,"14","item19",2,2,1
72101,"7","control",278,"14","item20",4,4,1
72101,"7","control",278,"14","item21",2,3,0
72101,"7","control",278,"14","item22",2,3,0
72101,"7","control",278,"14","item23",4,5,0
72101,"7","control",278,"14","item24",5,4,0
72120,"7","control",304,"16","item7",4,4,1
72120,"7","control",304,"16","item8",4,4,1
72120,"7","control",304,"16","item9",1,1,1
72120,"7","control",304,"16","item10",3,3,1
72120,"7","control",304,"16","item11",2,2,1
72120,"7","control",304,"16","item12",5,5,1
72120,"7","control",304,"16","item13",4,4,1
72120,"7","control",304,"16","item14",1,1,1
72120,"7","control",304,"16","item15",3,1,0
72120,"7","control",304,"16","item16",2,2,1
72120,"7","control",304,"16","item17",5,5,1
72120,"7","control",304,"16","item18",4,4,1
72120,"7","control",304,"16","item19",2,2,1
72120,"7","control",304,"16","item20",4,4,1
72120,"7","control",304,"16","item21",5,3,0
72120,"7","control",304,"16","item22",2,3,0
72120,"7","control",304,"16","item23",5,5,1
72120,"7","control",304,"16","item24",4,4,1
72120,"7","control",304,"16","item25",5,3,0
72120,"7","control",304,"16","item26",3,1,0
72120,"7","control",304,"16","item27",3,2,0
72120,"7","control",304,"16","item28",3,1,0
71120,"7","control",347,"13","item7",4,4,1
71120,"7","control",347,"13","item8",4,4,1
71120,"7","control",347,"13","item9",1,1,1
71120,"7","control",347,"13","item10",1,3,0
71120,"7","control",347,"13","item11",2,2,1
71120,"7","control",347,"13","item12",5,5,1
71120,"7","control",347,"13","item13",1,4,0
71120,"7","control",347,"13","item14",5,1,0
71120,"7","control",347,"13","item15",5,1,0
71120,"7","control",347,"13","item16",2,2,1
71120,"7","control",347,"13","item17",5,5,1
71120,"7","control",347,"13","item18",5,4,0
71120,"7","control",347,"13","item19",4,2,0
71120,"7","control",347,"13","item20",4,4,1
71120,"7","control",347,"13","item21",1,3,0
71120,"7","control",347,"13","item22",2,3,0
71120,"7","control",347,"13","item23",5,5,1
71120,"7","control",347,"13","item24",4,4,1
71120,"7","control",347,"13","item25",4,3,0
71120,"7","control",347,"13","item26",3,1,0
71120,"7","control",347,"13","item27",2,2,1
71120,"7","control",347,"13","item28",1,1,1
71120,"7","control",347,"13","item29",5,2,0
71120,"7","control",347,"13","item30",3,2,0
71120,"7","control",347,"13","item31",4,5,0
71120,"7","control",347,"13","item32",5,4,0
72109,"7","exp",696,"21","item7",4,4,1
72109,"7","exp",696,"21","item8",4,4,1
72109,"7","exp",696,"21","item9",1,1,1
72109,"7","exp",696,"21","item10",3,3,1
72109,"7","exp",696,"21","item11",2,2,1
72109,"7","exp",696,"21","item12",5,5,1
72109,"7","exp",696,"21","item13",4,4,1
72109,"7","exp",696,"21","item14",1,1,1
72109,"7","exp",696,"21","item15",1,1,1
72109,"7","exp",696,"21","item16",2,2,1
72109,"7","exp",696,"21","item17",5,5,1
72109,"7","exp",696,"21","item18",4,4,1
72109,"7","exp",696,"21","item19",2,2,1
72109,"7","exp",696,"21","item20",4,4,1
72109,"7","exp",696,"21","item21",3,3,1
72109,"7","exp",696,"21","item22",3,3,1
72109,"7","exp",696,"21","item23",4,5,0
72109,"7","exp",696,"21","item24",4,4,1
72109,"7","exp",696,"21","item25",0,3,0
72109,"7","exp",696,"21","item26",1,1,1
72109,"7","exp",696,"21","item27",0,2,0
72109,"7","exp",696,"21","item28",1,1,1
72109,"7","exp",696,"21","item29",2,2,1
72109,"7","exp",696,"21","item30",0,2,0
72109,"7","exp",696,"21","item31",0,5,0
72109,"7","exp",696,"21","item32",3,4,0
72109,"7","exp",696,"21","item33",4,3,0
72115,"7","exp",601,"25","item7",4,4,1
72115,"7","exp",601,"25","item8",4,4,1
72115,"7","exp",601,"25","item9",1,1,1
72115,"7","exp",601,"25","item10",3,3,1
72115,"7","exp",601,"25","item11",2,2,1
72115,"7","exp",601,"25","item12",5,5,1
72115,"7","exp",601,"25","item13",4,4,1
72115,"7","exp",601,"25","item14",1,1,1
72115,"7","exp",601,"25","item15",1,1,1
72115,"7","exp",601,"25","item16",2,2,1
72115,"7","exp",601,"25","item17",5,5,1
72115,"7","exp",601,"25","item18",4,4,1
72115,"7","exp",601,"25","item19",2,2,1
72115,"7","exp",601,"25","item20",4,4,1
72115,"7","exp",601,"25","item21",3,3,1
72115,"7","exp",601,"25","item22",3,3,1
72115,"7","exp",601,"25","item23",5,5,1
72115,"7","exp",601,"25","item24",4,4,1
72115,"7","exp",601,"25","item25",3,3,1
72115,"7","exp",601,"25","item26",1,1,1
72115,"7","exp",601,"25","item27",2,2,1
72115,"7","exp",601,"25","item28",1,1,1
72115,"7","exp",601,"25","item29",5,2,0
72115,"7","exp",601,"25","item30",2,2,1
72115,"7","exp",601,"25","item31",5,5,1
72115,"7","exp",601,"25","item32",2,4,0
72115,"7","exp",601,"25","item33",5,3,0
72115,"7","exp",601,"25","item34",4,1,0
72115,"7","exp",601,"25","item35",3,5,0
71118,"7","exp",381,"18","item7",4,4,1
71118,"7","exp",381,"18","item8",4,4,1
71118,"7","exp",381,"18","item9",1,1,1
71118,"7","exp",381,"18","item10",3,3,1
71118,"7","exp",381,"18","item11",2,2,1
71118,"7","exp",381,"18","item12",5,5,1
71118,"7","exp",381,"18","item13",4,4,1
71118,"7","exp",381,"18","item14",1,1,1
71118,"7","exp",381,"18","item15",1,1,1
71118,"7","exp",381,"18","item16",2,2,1
71118,"7","exp",381,"18","item17",5,5,1
71118,"7","exp",381,"18","item18",4,4,1
71118,"7","exp",381,"18","item19",2,2,1
71118,"7","exp",381,"18","item20",4,4,1
71118,"7","exp",381,"18","item21",3,3,1
71118,"7","exp",381,"18","item22",3,3,1
71118,"7","exp",381,"18","item23",5,5,1
71118,"7","exp",381,"18","item24",0,4,0
71118,"7","exp",381,"18","item25",0,3,0
71118,"7","exp",381,"18","item26",0,1,0
71118,"7","exp",381,"18","item27",0,2,0
71213,"7","control",249,"16","item7",4,4,1
71213,"7","control",249,"16","item8",4,4,1
71213,"7","control",249,"16","item9",1,1,1
71213,"7","control",249,"16","item10",3,3,1
71213,"7","control",249,"16","item11",2,2,1
71213,"7","control",249,"16","item12",5,5,1
71213,"7","control",249,"16","item13",4,4,1
71213,"7","control",249,"16","item14",1,1,1
71213,"7","control",249,"16","item15",1,1,1
71213,"7","control",249,"16","item16",2,2,1
71213,"7","control",249,"16","item17",5,5,1
71213,"7","control",249,"16","item18",4,4,1
71213,"7","control",249,"16","item19",2,2,1
71213,"7","control",249,"16","item20",4,4,1
71213,"7","control",249,"16","item21",3,3,1
71213,"7","control",249,"16","item22",2,3,0
71213,"7","control",249,"16","item23",4,5,0
71213,"7","control",249,"16","item24",5,4,0
71213,"7","control",249,"16","item25",1,3,0
71211,"7","exp",449,"21","item7",4,4,1
71211,"7","exp",449,"21","item8",4,4,1
71211,"7","exp",449,"21","item9",1,1,1
71211,"7","exp",449,"21","item10",3,3,1
71211,"7","exp",449,"21","item11",2,2,1
71211,"7","exp",449,"21","item12",5,5,1
71211,"7","exp",449,"21","item13",4,4,1
71211,"7","exp",449,"21","item14",1,1,1
71211,"7","exp",449,"21","item15",1,1,1
71211,"7","exp",449,"21","item16",2,2,1
71211,"7","exp",449,"21","item17",5,5,1
71211,"7","exp",449,"21","item18",4,4,1
71211,"7","exp",449,"21","item19",2,2,1
71211,"7","exp",449,"21","item20",4,4,1
71211,"7","exp",449,"21","item21",3,3,1
71211,"7","exp",449,"21","item22",3,3,1
71211,"7","exp",449,"21","item23",5,5,1
71211,"7","exp",449,"21","item24",2,4,0
71211,"7","exp",449,"21","item25",5,3,0
71211,"7","exp",449,"21","item26",1,1,1
71211,"7","exp",449,"21","item27",4,2,0
71211,"7","exp",449,"21","item28",2,1,0
71211,"7","exp",449,"21","item29",5,2,0
71211,"7","exp",449,"21","item30",2,2,1
71211,"7","exp",449,"21","item31",3,5,0
71211,"7","exp",449,"21","item32",2,4,0
71211,"7","exp",449,"21","item33",5,3,0
71211,"7","exp",449,"21","item34",1,1,1
71211,"7","exp",449,"21","item35",3,5,0
72224,"7","control",472,"15","item7",4,4,1
72224,"7","control",472,"15","item8",4,4,1
72224,"7","control",472,"15","item9",1,1,1
72224,"7","control",472,"15","item10",3,3,1
72224,"7","control",472,"15","item11",2,2,1
72224,"7","control",472,"15","item12",5,5,1
72224,"7","control",472,"15","item13",4,4,1
72224,"7","control",472,"15","item14",1,1,1
72224,"7","control",472,"15","item15",1,1,1
72224,"7","control",472,"15","item16",2,2,1
72224,"7","control",472,"15","item17",3,5,0
72224,"7","control",472,"15","item18",4,4,1
72224,"7","control",472,"15","item19",2,2,1
72224,"7","control",472,"15","item20",4,4,1
72224,"7","control",472,"15","item21",1,3,0
72224,"7","control",472,"15","item22",5,3,0
72224,"7","control",472,"15","item23",5,5,1
72224,"7","control",472,"15","item24",3,4,0
72224,"7","control",472,"15","item25",0,3,0
72224,"7","control",472,"15","item26",3,1,0
72224,"7","control",472,"15","item27",0,2,0
71209,"7","exp",336,"18","item7",4,4,1
71209,"7","exp",336,"18","item8",4,4,1
71209,"7","exp",336,"18","item9",1,1,1
71209,"7","exp",336,"18","item10",3,3,1
71209,"7","exp",336,"18","item11",2,2,1
71209,"7","exp",336,"18","item12",5,5,1
71209,"7","exp",336,"18","item13",4,4,1
71209,"7","exp",336,"18","item14",1,1,1
71209,"7","exp",336,"18","item15",1,1,1
71209,"7","exp",336,"18","item16",2,2,1
71209,"7","exp",336,"18","item17",5,5,1
71209,"7","exp",336,"18","item18",4,4,1
71209,"7","exp",336,"18","item19",2,2,1
71209,"7","exp",336,"18","item20",4,4,1
71209,"7","exp",336,"18","item21",3,3,1
71209,"7","exp",336,"18","item22",3,3,1
71209,"7","exp",336,"18","item23",5,5,1
71209,"7","exp",336,"18","item24",0,4,0
71209,"7","exp",336,"18","item25",2,3,0
71209,"7","exp",336,"18","item26",0,1,0
71209,"7","exp",336,"18","item27",0,2,0
71205,"7","exp",322,"18","item7",4,4,1
71205,"7","exp",322,"18","item8",4,4,1
71205,"7","exp",322,"18","item9",1,1,1
71205,"7","exp",322,"18","item10",3,3,1
71205,"7","exp",322,"18","item11",2,2,1
71205,"7","exp",322,"18","item12",5,5,1
71205,"7","exp",322,"18","item13",4,4,1
71205,"7","exp",322,"18","item14",1,1,1
71205,"7","exp",322,"18","item15",1,1,1
71205,"7","exp",322,"18","item16",2,2,1
71205,"7","exp",322,"18","item17",5,5,1
71205,"7","exp",322,"18","item18",0,4,0
71205,"7","exp",322,"18","item19",2,2,1
71205,"7","exp",322,"18","item20",4,4,1
71205,"7","exp",322,"18","item21",3,3,1
71205,"7","exp",322,"18","item22",2,3,0
71205,"7","exp",322,"18","item23",5,5,1
71205,"7","exp",322,"18","item24",4,4,1
71205,"7","exp",322,"18","item25",0,3,0
71205,"7","exp",322,"18","item26",3,1,0
71205,"7","exp",322,"18","item27",0,2,0
71205,"7","exp",322,"18","item28",1,1,1
71205,"7","exp",322,"18","item29",0,2,0
71205,"7","exp",322,"18","item30",0,2,0
71205,"7","exp",322,"18","item31",3,5,0
71205,"7","exp",322,"18","item32",0,4,0
71218,"7","exp",653,"22","item7",4,4,1
71218,"7","exp",653,"22","item8",4,4,1
71218,"7","exp",653,"22","item9",1,1,1
71218,"7","exp",653,"22","item10",3,3,1
71218,"7","exp",653,"22","item11",2,2,1
71218,"7","exp",653,"22","item12",5,5,1
71218,"7","exp",653,"22","item13",4,4,1
71218,"7","exp",653,"22","item14",1,1,1
71218,"7","exp",653,"22","item15",1,1,1
71218,"7","exp",653,"22","item16",2,2,1
71218,"7","exp",653,"22","item17",5,5,1
71218,"7","exp",653,"22","item18",4,4,1
71218,"7","exp",653,"22","item19",2,2,1
71218,"7","exp",653,"22","item20",4,4,1
71218,"7","exp",653,"22","item21",3,3,1
71218,"7","exp",653,"22","item22",3,3,1
71218,"7","exp",653,"22","item23",5,5,1
71218,"7","exp",653,"22","item24",2,4,0
71218,"7","exp",653,"22","item25",0,3,0
71218,"7","exp",653,"22","item26",1,1,1
71218,"7","exp",653,"22","item27",4,2,0
71218,"7","exp",653,"22","item28",1,1,1
71218,"7","exp",653,"22","item29",5,2,0
71218,"7","exp",653,"22","item30",4,2,0
71218,"7","exp",653,"22","item31",5,5,1
71218,"7","exp",653,"22","item32",3,4,0
71218,"7","exp",653,"22","item33",3,3,1
71218,"7","exp",653,"22","item34",4,1,0
71218,"7","exp",653,"22","item35",4,5,0
72203,"7","exp",365,"18","item7",4,4,1
72203,"7","exp",365,"18","item8",4,4,1
72203,"7","exp",365,"18","item9",1,1,1
72203,"7","exp",365,"18","item10",3,3,1
72203,"7","exp",365,"18","item11",2,2,1
72203,"7","exp",365,"18","item12",5,5,1
72203,"7","exp",365,"18","item13",4,4,1
72203,"7","exp",365,"18","item14",1,1,1
72203,"7","exp",365,"18","item15",1,1,1
72203,"7","exp",365,"18","item16",2,2,1
72203,"7","exp",365,"18","item17",5,5,1
72203,"7","exp",365,"18","item18",4,4,1
72203,"7","exp",365,"18","item19",2,2,1
72203,"7","exp",365,"18","item20",4,4,1
72203,"7","exp",365,"18","item21",3,3,1
72203,"7","exp",365,"18","item22",5,3,0
72203,"7","exp",365,"18","item23",5,5,1
72203,"7","exp",365,"18","item24",4,4,1
72203,"7","exp",365,"18","item25",5,3,0
72203,"7","exp",365,"18","item26",0,1,0
72203,"7","exp",365,"18","item27",0,2,0
72203,"7","exp",365,"18","item28",2,1,0
71203,"7","exp",436,"20","item7",4,4,1
71203,"7","exp",436,"20","item8",4,4,1
71203,"7","exp",436,"20","item9",1,1,1
71203,"7","exp",436,"20","item10",3,3,1
71203,"7","exp",436,"20","item11",2,2,1
71203,"7","exp",436,"20","item12",5,5,1
71203,"7","exp",436,"20","item13",4,4,1
71203,"7","exp",436,"20","item14",2,1,0
71203,"7","exp",436,"20","item15",1,1,1
71203,"7","exp",436,"20","item16",2,2,1
71203,"7","exp",436,"20","item17",5,5,1
71203,"7","exp",436,"20","item18",4,4,1
71203,"7","exp",436,"20","item19",2,2,1
71203,"7","exp",436,"20","item20",4,4,1
71203,"7","exp",436,"20","item21",3,3,1
71203,"7","exp",436,"20","item22",3,3,1
71203,"7","exp",436,"20","item23",5,5,1
71203,"7","exp",436,"20","item24",1,4,0
71203,"7","exp",436,"20","item25",3,3,1
71203,"7","exp",436,"20","item26",3,1,0
71203,"7","exp",436,"20","item27",3,2,0
71203,"7","exp",436,"20","item28",1,1,1
71203,"7","exp",436,"20","item29",4,2,0
71203,"7","exp",436,"20","item30",2,2,1
71203,"7","exp",436,"20","item31",3,5,0
71203,"7","exp",436,"20","item32",2,4,0
71203,"7","exp",436,"20","item33",4,3,0
71203,"7","exp",436,"20","item34",3,1,0
72209,"7","control",302,"17","item7",4,4,1
72209,"7","control",302,"17","item8",4,4,1
72209,"7","control",302,"17","item9",1,1,1
72209,"7","control",302,"17","item10",3,3,1
72209,"7","control",302,"17","item11",2,2,1
72209,"7","control",302,"17","item12",5,5,1
72209,"7","control",302,"17","item13",4,4,1
72209,"7","control",302,"17","item14",1,1,1
72209,"7","control",302,"17","item15",1,1,1
72209,"7","control",302,"17","item16",2,2,1
72209,"7","control",302,"17","item17",5,5,1
72209,"7","control",302,"17","item18",4,4,1
72209,"7","control",302,"17","item19",2,2,1
72209,"7","control",302,"17","item20",4,4,1
72209,"7","control",302,"17","item21",3,3,1
72209,"7","control",302,"17","item22",3,3,1
72209,"7","control",302,"17","item23",0,5,0
72209,"7","control",302,"17","item24",5,4,0
72209,"7","control",302,"17","item25",0,3,0
72209,"7","control",302,"17","item26",2,1,0
72204,"7","exp",504,"23","item7",4,4,1
72204,"7","exp",504,"23","item8",4,4,1
72204,"7","exp",504,"23","item9",1,1,1
72204,"7","exp",504,"23","item10",3,3,1
72204,"7","exp",504,"23","item11",2,2,1
72204,"7","exp",504,"23","item12",5,5,1
72204,"7","exp",504,"23","item13",4,4,1
72204,"7","exp",504,"23","item14",1,1,1
72204,"7","exp",504,"23","item15",1,1,1
72204,"7","exp",504,"23","item16",2,2,1
72204,"7","exp",504,"23","item17",5,5,1
72204,"7","exp",504,"23","item18",4,4,1
72204,"7","exp",504,"23","item19",2,2,1
72204,"7","exp",504,"23","item20",4,4,1
72204,"7","exp",504,"23","item21",3,3,1
72204,"7","exp",504,"23","item22",3,3,1
72204,"7","exp",504,"23","item23",5,5,1
72204,"7","exp",504,"23","item24",2,4,0
72204,"7","exp",504,"23","item25",1,3,0
72204,"7","exp",504,"23","item26",4,1,0
72204,"7","exp",504,"23","item27",2,2,1
72204,"7","exp",504,"23","item28",1,1,1
72204,"7","exp",504,"23","item29",2,2,1
72204,"7","exp",504,"23","item30",5,2,0
72204,"7","exp",504,"23","item31",4,5,0
72204,"7","exp",504,"23","item32",4,4,1
72204,"7","exp",504,"23","item33",3,3,1
72204,"7","exp",504,"23","item34",5,1,0
72204,"7","exp",504,"23","item35",0,5,0
71216,"7","exp",477,"23","item7",4,4,1
71216,"7","exp",477,"23","item8",4,4,1
71216,"7","exp",477,"23","item9",1,1,1
71216,"7","exp",477,"23","item10",3,3,1
71216,"7","exp",477,"23","item11",2,2,1
71216,"7","exp",477,"23","item12",5,5,1
71216,"7","exp",477,"23","item13",4,4,1
71216,"7","exp",477,"23","item14",1,1,1
71216,"7","exp",477,"23","item15",1,1,1
71216,"7","exp",477,"23","item16",2,2,1
71216,"7","exp",477,"23","item17",5,5,1
71216,"7","exp",477,"23","item18",4,4,1
71216,"7","exp",477,"23","item19",2,2,1
71216,"7","exp",477,"23","item20",4,4,1
71216,"7","exp",477,"23","item21",3,3,1
71216,"7","exp",477,"23","item22",3,3,1
71216,"7","exp",477,"23","item23",5,5,1
71216,"7","exp",477,"23","item24",4,4,1
71216,"7","exp",477,"23","item25",1,3,0
71216,"7","exp",477,"23","item26",2,1,0
71216,"7","exp",477,"23","item27",2,2,1
71216,"7","exp",477,"23","item28",3,1,0
71216,"7","exp",477,"23","item29",2,2,1
71216,"7","exp",477,"23","item30",2,2,1
71216,"7","exp",477,"23","item31",3,5,0
71216,"7","exp",477,"23","item32",3,4,0
71216,"7","exp",477,"23","item33",1,3,0
71216,"7","exp",477,"23","item34",1,1,1
71216,"7","exp",477,"23","item35",4,5,0
71215,"7","exp",700,"23","item7",4,4,1
71215,"7","exp",700,"23","item8",4,4,1
71215,"7","exp",700,"23","item9",1,1,1
71215,"7","exp",700,"23","item10",3,3,1
71215,"7","exp",700,"23","item11",2,2,1
71215,"7","exp",700,"23","item12",5,5,1
71215,"7","exp",700,"23","item13",4,4,1
71215,"7","exp",700,"23","item14",1,1,1
71215,"7","exp",700,"23","item15",1,1,1
71215,"7","exp",700,"23","item16",2,2,1
71215,"7","exp",700,"23","item17",5,5,1
71215,"7","exp",700,"23","item18",4,4,1
71215,"7","exp",700,"23","item19",2,2,1
71215,"7","exp",700,"23","item20",4,4,1
71215,"7","exp",700,"23","item21",3,3,1
71215,"7","exp",700,"23","item22",3,3,1
71215,"7","exp",700,"23","item23",5,5,1
71215,"7","exp",700,"23","item24",4,4,1
71215,"7","exp",700,"23","item25",5,3,0
71215,"7","exp",700,"23","item26",1,1,1
71215,"7","exp",700,"23","item27",2,2,1
71215,"7","exp",700,"23","item28",5,1,0
71215,"7","exp",700,"23","item29",2,2,1
71215,"7","exp",700,"23","item30",2,2,1
71215,"7","exp",700,"23","item31",4,5,0
71215,"7","exp",700,"23","item32",3,4,0
71215,"7","exp",700,"23","item33",1,3,0
71215,"7","exp",700,"23","item34",4,1,0
72201,"7","exp",370,"18","item7",4,4,1
72201,"7","exp",370,"18","item8",4,4,1
72201,"7","exp",370,"18","item9",1,1,1
72201,"7","exp",370,"18","item10",3,3,1
72201,"7","exp",370,"18","item11",2,2,1
72201,"7","exp",370,"18","item12",5,5,1
72201,"7","exp",370,"18","item13",4,4,1
72201,"7","exp",370,"18","item14",1,1,1
72201,"7","exp",370,"18","item15",1,1,1
72201,"7","exp",370,"18","item16",3,2,0
72201,"7","exp",370,"18","item17",5,5,1
72201,"7","exp",370,"18","item18",4,4,1
72201,"7","exp",370,"18","item19",2,2,1
72201,"7","exp",370,"18","item20",4,4,1
72201,"7","exp",370,"18","item21",3,3,1
72201,"7","exp",370,"18","item22",3,3,1
72201,"7","exp",370,"18","item23",5,5,1
72201,"7","exp",370,"18","item24",5,4,0
72201,"7","exp",370,"18","item25",1,3,0
72201,"7","exp",370,"18","item26",5,1,0
72201,"7","exp",370,"18","item27",2,2,1
72201,"7","exp",370,"18","item28",5,1,0
72201,"7","exp",370,"18","item29",5,2,0
72201,"7","exp",370,"18","item30",4,2,0
72201,"7","exp",370,"18","item31",3,5,0
72202,"7","control",328,"16","item7",4,4,1
72202,"7","control",328,"16","item8",4,4,1
72202,"7","control",328,"16","item9",1,1,1
72202,"7","control",328,"16","item10",3,3,1
72202,"7","control",328,"16","item11",2,2,1
72202,"7","control",328,"16","item12",5,5,1
72202,"7","control",328,"16","item13",4,4,1
72202,"7","control",328,"16","item14",1,1,1
72202,"7","control",328,"16","item15",1,1,1
72202,"7","control",328,"16","item16",2,2,1
72202,"7","control",328,"16","item17",5,5,1
72202,"7","control",328,"16","item18",4,4,1
72202,"7","control",328,"16","item19",2,2,1
72202,"7","control",328,"16","item20",4,4,1
72202,"7","control",328,"16","item21",1,3,0
72202,"7","control",328,"16","item22",5,3,0
72202,"7","control",328,"16","item23",5,5,1
72202,"7","control",328,"16","item24",5,4,0
72202,"7","control",328,"16","item25",1,3,0
72202,"7","control",328,"16","item26",3,1,0
72202,"7","control",328,"16","item27",3,2,0
71201,"7","control",585,"15","item7",4,4,1
71201,"7","control",585,"15","item8",4,4,1
71201,"7","control",585,"15","item9",3,1,0
71201,"7","control",585,"15","item10",3,3,1
71201,"7","control",585,"15","item11",2,2,1
71201,"7","control",585,"15","item12",5,5,1
71201,"7","control",585,"15","item13",4,4,1
71201,"7","control",585,"15","item14",1,1,1
71201,"7","control",585,"15","item15",1,1,1
71201,"7","control",585,"15","item16",2,2,1
71201,"7","control",585,"15","item17",5,5,1
71201,"7","control",585,"15","item18",4,4,1
71201,"7","control",585,"15","item19",2,2,1
71201,"7","control",585,"15","item20",4,4,1
71201,"7","control",585,"15","item21",3,3,1
71201,"7","control",585,"15","item22",0,3,0
71201,"7","control",585,"15","item23",0,5,0
71201,"7","control",585,"15","item24",0,4,0
71201,"7","control",585,"15","item25",0,3,0
72205,"7","control",294,"15","item7",4,4,1
72205,"7","control",294,"15","item8",4,4,1
72205,"7","control",294,"15","item9",1,1,1
72205,"7","control",294,"15","item10",3,3,1
72205,"7","control",294,"15","item11",2,2,1
72205,"7","control",294,"15","item12",5,5,1
72205,"7","control",294,"15","item13",5,4,0
72205,"7","control",294,"15","item14",1,1,1
72205,"7","control",294,"15","item15",2,1,0
72205,"7","control",294,"15","item16",0,2,0
72205,"7","control",294,"15","item17",5,5,1
72205,"7","control",294,"15","item18",4,4,1
72205,"7","control",294,"15","item19",2,2,1
72205,"7","control",294,"15","item20",4,4,1
72205,"7","control",294,"15","item21",1,3,0
72205,"7","control",294,"15","item22",3,3,1
72205,"7","control",294,"15","item23",5,5,1
72205,"7","control",294,"15","item24",4,4,1
72205,"7","control",294,"15","item25",2,3,0
72205,"7","control",294,"15","item26",5,1,0
72205,"7","control",294,"15","item27",4,2,0
72205,"7","control",294,"15","item28",5,1,0
71207,"7","control",252,"12","item7",4,4,1
71207,"7","control",252,"12","item8",4,4,1
71207,"7","control",252,"12","item9",1,1,1
71207,"7","control",252,"12","item10",3,3,1
71207,"7","control",252,"12","item11",2,2,1
71207,"7","control",252,"12","item12",5,5,1
71207,"7","control",252,"12","item13",4,4,1
71207,"7","control",252,"12","item14",1,1,1
71207,"7","control",252,"12","item15",4,1,0
71207,"7","control",252,"12","item16",1,2,0
71207,"7","control",252,"12","item17",3,5,0
71207,"7","control",252,"12","item18",4,4,1
71207,"7","control",252,"12","item19",2,2,1
71207,"7","control",252,"12","item20",2,4,0
71207,"7","control",252,"12","item21",1,3,0
71207,"7","control",252,"12","item22",2,3,0
71207,"7","control",252,"12","item23",5,5,1
71207,"7","control",252,"12","item24",2,4,0
71207,"7","control",252,"12","item25",1,3,0
71207,"7","control",252,"12","item26",3,1,0
71207,"7","control",252,"12","item27",1,2,0
71202,"7","control",595,"14","item7",4,4,1
71202,"7","control",595,"14","item8",5,4,0
71202,"7","control",595,"14","item9",1,1,1
71202,"7","control",595,"14","item10",3,3,1
71202,"7","control",595,"14","item11",2,2,1
71202,"7","control",595,"14","item12",5,5,1
71202,"7","control",595,"14","item13",5,4,0
71202,"7","control",595,"14","item14",1,1,1
71202,"7","control",595,"14","item15",1,1,1
71202,"7","control",595,"14","item16",2,2,1
71202,"7","control",595,"14","item17",5,5,1
71202,"7","control",595,"14","item18",5,4,0
71202,"7","control",595,"14","item19",3,2,0
71202,"7","control",595,"14","item20",4,4,1
71202,"7","control",595,"14","item21",1,3,0
71202,"7","control",595,"14","item22",5,3,0
71202,"7","control",595,"14","item23",5,5,1
71202,"7","control",595,"14","item24",4,4,1
71202,"7","control",595,"14","item25",3,3,1
71202,"7","control",595,"14","item26",2,1,0
71202,"7","control",595,"14","item27",0,2,0
71202,"7","control",595,"14","item28",0,1,0
71202,"7","control",595,"14","item29",0,2,0
71206,"7","control",344,"13","item7",4,4,1
71206,"7","control",344,"13","item8",4,4,1
71206,"7","control",344,"13","item9",1,1,1
71206,"7","control",344,"13","item10",3,3,1
71206,"7","control",344,"13","item11",2,2,1
71206,"7","control",344,"13","item12",5,5,1
71206,"7","control",344,"13","item13",3,4,0
71206,"7","control",344,"13","item14",2,1,0
71206,"7","control",344,"13","item15",5,1,0
71206,"7","control",344,"13","item16",2,2,1
71206,"7","control",344,"13","item17",5,5,1
71206,"7","control",344,"13","item18",4,4,1
71206,"7","control",344,"13","item19",3,2,0
71206,"7","control",344,"13","item20",4,4,1
71206,"7","control",344,"13","item21",1,3,0
71206,"7","control",344,"13","item22",2,3,0
71206,"7","control",344,"13","item23",5,5,1
71206,"7","control",344,"13","item24",0,4,0
71206,"7","control",344,"13","item25",3,3,1
71206,"7","control",344,"13","item26",0,1,0
71206,"7","control",344,"13","item27",0,2,0
71206,"7","control",344,"13","item28",0,1,0
71206,"7","control",344,"13","item29",0,2,0
71208,"7","control",207,"10","item7",4,4,1
71208,"7","control",207,"10","item8",2,4,0
71208,"7","control",207,"10","item9",3,1,0
71208,"7","control",207,"10","item10",3,3,1
71208,"7","control",207,"10","item11",2,2,1
71208,"7","control",207,"10","item12",5,5,1
71208,"7","control",207,"10","item13",5,4,0
71208,"7","control",207,"10","item14",2,1,0
71208,"7","control",207,"10","item15",3,1,0
71208,"7","control",207,"10","item16",2,2,1
71208,"7","control",207,"10","item17",5,5,1
71208,"7","control",207,"10","item18",4,4,1
71208,"7","control",207,"10","item19",4,2,0
71208,"7","control",207,"10","item20",4,4,1
71208,"7","control",207,"10","item21",3,3,1
71208,"7","control",207,"10","item22",2,3,0
71208,"7","control",207,"10","item23",4,5,0
71208,"7","control",207,"10","item24",3,4,0
